id,win,kills,deaths,assists,largestkillingspree,largestmultikill,longesttimespentliving,doublekills,triplekills,quadrakills,pentakills,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,largestcrit,totdmgtochamp,magicdmgtochamp,physdmgtochamp,truedmgtochamp,totheal,totunitshealed,dmgtoturrets,timecc,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,wardsplaced,wardskilled,firstblood
104115,1,0,2,12,0,0,505,0,0,0,0,20165,993,14654,4517,0,4836,432,3822,582,1743,5,371,0,10272,1247,8788,236,23,4,0
104116,1,20,4,8,7,3,487,3,3,0,0,111631,1599,107895,2136,487,22780,998,20781,1000,2143,1,11201,0,16556,8537,7771,246,4,0,0
104117,1,11,4,7,7,2,999,2,0,0,0,153154,127988,21340,3826,0,21865,17463,3552,850,6382,1,9711,0,22920,13955,8419,546,10,1,0
104118,0,7,9,3,2,2,381,1,0,0,0,139327,117260,20442,1625,0,28250,25923,702,1625,1988,1,0,0,24973,19681,4005,1286,16,0,0
104119,0,5,12,6,0,1,277,0,0,0,0,187424,175888,7629,3906,0,27109,25247,472,1389,2241,1,342,0,21177,7574,12988,614,5,1,0
104120,0,3,7,2,0,1,756,0,0,0,0,80462,6612,67864,5986,619,5009,211,4338,459,2474,3,354,0,14385,3648,9517,1219,6,0,0
104121,0,4,9,9,0,1,582,0,0,0,0,173858,1885,171972,0,0,25871,1885,23986,0,3281,1,4329,0,59342,25706,32373,1261,13,0,0
104122,1,9,7,24,5,1,669,0,0,0,0,182103,127315,39113,15674,0,31246,25021,4740,1484,10634,1,627,0,44842,22523,19390,2927,16,4,0
104123,1,3,4,6,3,1,553,0,0,0,0,93672,15834,77837,0,0,10231,3694,6537,0,3438,1,5835,0,21181,10047,10650,484,10,1,0
104124,0,1,9,11,0,1,639,0,0,0,0,181433,166957,14475,0,0,29553,28993,559,0,1769,1,2205,0,25387,5474,19251,660,11,1,0
104125,0,3,10,7,0,1,391,0,0,0,0,56616,51819,3929,867,0,16964,15006,1189,768,766,1,0,0,23413,9818,12943,652,22,1,1
104126,1,3,7,11,2,1,741,0,0,0,0,207068,6537,199446,1085,826,26001,1440,24393,167,4339,3,0,0,25995,10552,14615,827,11,1,0
104127,1,3,4,10,0,1,661,0,0,0,0,292121,11702,272666,7751,1054,18893,4847,12868,1177,5305,1,5488,0,21154,7467,13280,406,13,2,1
104128,0,6,2,6,6,2,1547,2,0,0,0,116743,101502,15241,0,0,28068,25712,2356,0,2274,1,750,0,11851,4283,6939,628,8,1,0
104129,0,4,6,2,2,1,304,0,0,0,0,64425,52065,11035,1324,0,7529,6841,418,268,610,1,0,0,14115,2301,11222,592,8,0,0
104130,1,9,6,5,4,1,1133,0,0,0,0,211897,24052,187060,784,319,24770,6187,18470,112,0,0,0,0,44422,18711,23524,2186,4,2,0
104131,1,9,5,5,4,1,416,0,0,0,0,155890,125145,14947,15797,0,22750,22003,668,78,475,1,20083,0,11092,4758,5317,1016,12,1,0
104132,0,2,7,2,2,1,331,0,0,0,0,38324,34462,3861,0,0,8573,7993,580,0,1057,1,0,0,12291,5702,6588,0,9,0,0
104133,0,4,9,2,0,1,388,0,0,0,0,82418,19800,62618,0,0,11284,3310,7973,0,937,1,0,0,22907,7120,13634,2152,6,2,0
104134,0,2,9,12,0,1,731,0,0,0,0,157870,13340,143710,819,642,17802,3346,14156,299,4670,4,2202,0,29302,14259,14306,736,14,5,0
104135,0,1,9,6,0,1,346,0,0,0,0,90360,11462,78473,424,383,13156,2076,10656,424,2456,1,0,0,21409,8449,11953,1006,5,3,0
104136,0,2,4,3,0,1,294,0,0,0,0,15911,12687,2705,518,0,6296,5106,672,518,270,1,203,0,9008,2603,6405,0,10,4,0
104137,0,16,8,13,6,3,662,1,1,0,0,288183,10949,262363,14869,0,51747,7324,42054,2369,25883,1,316,0,66298,25478,39556,1263,17,3,0
104138,0,14,13,12,3,2,324,1,0,0,0,201673,183207,16502,1964,0,29810,27491,1024,1295,6739,1,236,0,34620,10798,22349,1472,9,1,0
104139,1,2,5,16,0,1,812,0,0,0,0,15608,10002,4813,792,0,5725,4407,526,792,2403,4,0,0,17717,6921,10431,365,28,7,0
104140,1,0,1,0,0,0,189,0,0,0,0,896,444,451,0,0,403,204,199,0,263,2,0,0,1034,63,970,0,1,0,0
104141,0,4,7,6,2,1,325,0,0,0,0,62487,2715,59004,768,183,15944,1701,13762,480,2209,3,1199,0,16583,4440,10939,1203,6,1,0
104142,0,1,2,4,0,1,718,0,0,0,0,77796,25885,48952,2958,0,6377,1778,3893,706,4566,1,0,0,17147,4780,12222,144,6,0,0
104143,1,1,7,11,0,1,968,0,0,0,0,146728,100876,44813,1038,249,18306,10020,7554,732,11518,5,4067,0,27425,7450,19784,191,17,2,0
104144,0,12,8,8,6,2,571,1,0,0,0,216860,1344,206784,8730,1853,40769,812,36746,3210,5812,4,4970,0,28296,10818,16235,1242,16,5,0
104145,1,7,8,11,2,2,861,1,0,0,0,140391,46845,81131,12414,968,17179,8951,5352,2874,8884,1,3165,0,31330,14076,16854,399,3,4,0
104146,1,9,9,18,2,1,580,0,0,0,0,156321,19092,133329,3900,0,22682,4997,17444,240,2238,1,0,0,38780,17334,20683,762,18,2,0
104147,1,7,4,14,6,1,1291,0,0,0,0,162845,151344,10135,1365,129,28798,27149,1038,611,1920,1,4879,0,38416,7585,26697,4133,6,0,0
104148,0,2,10,2,0,1,695,0,0,0,0,134903,404,134498,0,1163,17327,315,17012,0,3634,2,2793,0,31998,12991,18001,1004,8,2,0
104149,0,4,12,21,2,1,811,0,0,0,0,79393,60854,16677,1860,0,29032,21497,5673,1860,16289,5,2258,0,41481,20455,18536,2489,22,7,0
104150,1,5,3,5,4,2,806,1,0,0,0,84883,20510,53251,11120,0,5479,1916,3128,434,10517,1,789,0,20516,3306,16754,456,8,1,0
104151,1,9,3,12,6,2,1129,2,0,0,0,154820,23980,128613,2225,0,22880,2733,19762,384,1966,1,3536,0,19510,11451,7468,590,12,0,0
104152,1,0,1,8,0,0,405,0,0,0,0,10844,8097,2747,0,0,2982,2830,152,0,6014,5,782,0,6036,2285,3720,30,7,0,0
104153,0,4,4,13,2,2,507,1,0,0,0,52911,45358,5550,2002,0,17280,14137,1602,1540,373,1,205,0,11465,4833,6230,402,11,0,0
104154,0,6,4,7,2,1,538,0,0,0,0,73843,41921,8847,23074,0,16975,10062,849,6063,1287,1,477,0,14806,5625,8548,632,8,1,0
104155,1,1,1,7,0,1,932,0,0,0,0,8000,4612,3064,323,0,2833,1856,977,0,7522,23,2433,0,4327,739,3406,182,10,0,0
104156,0,3,10,1,0,1,481,0,0,0,0,93903,88739,5164,0,456,15708,15398,309,0,3040,1,0,0,19786,11743,8016,26,9,0,0
104157,0,2,6,7,2,1,272,0,0,0,0,10154,7312,2564,278,0,6019,3877,1864,278,757,3,0,0,14989,2870,11258,860,15,1,0
104158,0,5,12,4,3,1,301,0,0,0,0,119696,24141,95225,330,535,12546,2371,9844,330,432,1,0,0,23974,8849,14500,624,12,0,0
104159,0,0,7,3,0,0,268,0,0,0,0,44015,33803,10212,0,0,8378,7773,605,0,306,1,242,0,10212,2822,5975,1414,4,0,0
104160,0,2,9,2,0,1,449,0,0,0,0,106243,2104,94734,9405,533,9414,150,6794,2469,5314,1,50,0,22105,7779,13991,334,10,2,0
104161,1,13,8,13,7,2,651,1,0,0,0,335340,8810,304339,22191,0,34596,4346,27782,2468,30138,1,3268,0,62632,13301,41363,7967,11,1,0
104162,0,2,11,3,2,1,760,0,0,0,0,164623,150316,13667,639,0,14714,13831,243,639,1708,1,1107,0,20944,6712,13354,876,9,2,0
104163,0,12,9,3,6,4,580,2,2,1,0,271408,58862,185994,26550,1230,42375,4303,28844,9228,2063,1,4954,0,32239,12380,18595,1262,19,4,0
104164,1,4,1,6,3,1,673,0,0,0,0,57030,37810,14538,4682,0,4003,3353,294,356,3847,1,4159,0,8263,1966,6245,52,6,1,1
104165,1,6,3,6,3,1,366,0,0,0,0,94517,17190,75269,2058,0,11951,3320,8463,168,1677,1,9957,0,14819,3083,11238,498,7,0,0
104166,0,3,7,4,0,1,484,0,0,0,0,46463,6275,35091,5096,0,7313,1373,5845,94,3051,1,0,0,17539,5183,12123,232,18,2,0
104167,0,1,5,15,0,1,660,0,0,0,0,19639,11865,7773,0,0,5487,3632,1854,0,5372,3,500,0,19594,7808,11182,602,12,3,0
104168,0,9,7,7,5,2,572,1,0,0,0,135586,5833,125039,4713,0,13675,20,12543,1112,1731,1,0,0,25086,8778,15556,752,9,0,0
104169,1,5,3,4,2,1,655,0,0,0,0,102592,79577,21679,1335,479,22448,18878,2978,592,3452,1,1560,0,15504,8203,7037,263,9,0,0
104170,1,8,8,20,3,1,383,0,0,0,0,213975,36220,166027,11727,0,22297,1697,17753,2846,8627,1,0,0,42889,9464,25951,7474,18,2,0
104171,1,0,5,17,0,0,464,0,0,0,0,21662,16370,5292,0,0,5561,5132,429,0,3203,5,1682,0,11128,6113,4634,380,18,1,0
104172,0,8,5,2,8,2,900,1,0,0,0,141582,1973,124150,15458,0,8877,18,7619,1239,9614,1,2145,0,25485,5260,20033,192,11,1,0
104173,0,6,10,9,3,3,431,2,1,0,0,113255,4199,89008,20048,0,16651,1549,12130,2972,5014,1,256,0,30412,15697,13438,1277,3,1,0
104174,0,6,6,2,3,1,626,0,0,0,0,118617,199,111375,7043,545,12864,199,10607,2057,2080,3,827,0,18927,2645,15788,493,12,3,0
104175,0,12,6,14,6,1,829,0,0,0,0,221798,43740,155816,22241,778,41163,3402,28641,9119,8821,3,0,0,27224,8148,18334,741,14,3,0
104176,0,2,6,18,0,1,427,0,0,0,0,34981,23418,8348,3214,0,15929,10270,3694,1964,6857,7,0,0,22342,8452,12762,1127,28,1,0
104177,0,1,5,7,0,1,904,0,0,0,0,147686,2909,143964,812,426,24068,1089,22586,392,3890,4,0,0,20186,5622,12625,1938,7,2,0
104178,0,5,4,9,4,1,908,0,0,0,0,167463,136841,27252,3370,531,20099,17262,2815,22,22586,1,0,0,51229,23004,24181,4043,16,4,0
104179,0,7,3,5,4,1,1134,0,0,0,0,130742,8674,121416,652,1410,15236,1443,13741,52,1091,3,2294,0,12506,6100,6041,364,12,0,0
104180,0,9,8,7,4,2,522,1,0,0,0,301570,1558,298602,1409,976,36899,1372,34728,799,4440,5,0,0,33657,12016,19717,1922,4,3,0
104181,1,0,0,18,0,0,0,0,0,0,0,13154,8338,3658,1158,0,3310,2535,737,38,16169,5,815,0,5038,1379,3593,66,20,2,0
104182,1,16,8,5,4,2,585,1,0,0,0,389108,75730,307755,5622,1584,51993,5466,44865,1662,18009,1,0,0,64407,23113,40371,922,10,4,1
104183,1,6,5,8,3,2,883,1,0,0,0,121876,108233,13482,160,0,20611,20251,359,0,517,1,1220,0,10814,4436,6140,238,13,4,0
104184,0,11,10,10,3,2,607,2,0,0,0,274127,6236,263397,4494,908,40283,1535,37182,1565,8286,2,7332,0,37809,12695,23739,1374,13,3,0
104185,0,4,4,3,2,2,681,1,0,0,0,44469,4541,38871,1056,389,12353,1129,10869,354,1277,2,494,0,12023,5610,6332,80,6,1,0
104186,1,3,5,15,3,1,457,0,0,0,0,37695,24030,12786,878,0,11581,7602,3588,389,6202,6,894,0,15471,4138,10826,506,11,1,0
104187,1,13,6,13,7,3,726,1,1,0,0,216194,3400,210942,1851,1046,39000,902,37274,823,2115,4,0,0,28336,14403,10920,3012,1,0,0
104188,0,10,6,2,4,1,747,0,0,0,0,127043,105136,20439,1468,0,19012,14741,4035,236,7222,1,4627,0,32316,14681,16729,906,9,2,0
104189,1,4,4,5,2,1,432,0,0,0,0,109729,98535,11194,0,0,13660,13261,398,0,3486,1,5137,0,12579,4497,8049,32,5,1,1
104190,0,4,7,2,0,1,649,0,0,0,0,105606,2206,103334,66,0,14463,1259,13138,66,1443,1,2081,0,23150,11656,10392,1100,8,2,0
104191,1,8,8,6,2,2,378,1,0,0,0,122088,98729,22657,702,550,18846,17371,773,702,5840,1,2189,0,24330,10612,13718,0,7,1,0
104192,1,18,9,4,6,2,534,3,0,0,0,243398,24068,213666,5664,1089,45295,4381,39170,1744,3179,1,0,0,39220,16791,21610,818,13,1,1
104193,0,2,6,3,2,1,602,0,0,0,0,41933,1173,40759,0,0,12339,1173,11165,0,58,1,0,0,14504,1621,12695,188,8,3,0
104194,1,9,3,5,6,1,928,0,0,0,0,151900,1364,146237,4298,1571,23765,739,22292,734,3224,2,8166,0,13158,5507,7520,130,9,1,0
104195,1,2,5,11,2,2,475,1,0,0,0,129973,38957,27226,63789,0,7997,5425,2031,541,18663,5,2069,0,40948,8225,31164,1558,14,1,0
104196,0,9,5,3,5,2,508,1,0,0,0,205771,2047,185193,18530,601,16253,59,12605,3588,7679,1,0,0,27582,5446,21467,668,6,1,0
104197,0,6,8,7,3,2,543,1,0,0,0,111742,102431,8940,370,0,14462,12624,1664,174,2587,1,448,0,22959,7957,14577,424,11,1,0
104198,1,11,4,3,4,2,479,2,0,0,0,144125,127201,16208,716,0,17307,15393,1229,684,5028,1,0,0,17846,7979,9029,837,11,0,0
104199,1,8,12,19,2,1,592,0,0,0,0,217610,202519,13617,1474,0,37770,36082,684,1004,12006,1,5483,0,32758,14556,16643,1558,21,0,0
104200,1,20,3,8,8,4,699,4,1,1,0,146662,117756,25133,3773,0,48632,42364,3553,2715,5253,1,0,0,22925,9517,12499,908,10,1,0
104201,1,2,1,1,2,1,312,0,0,0,0,56689,13256,42987,444,0,9424,4504,4919,0,796,1,4358,0,9090,1152,7825,112,7,0,0
104202,0,3,7,5,0,1,440,0,0,0,0,100042,1326,86610,12106,455,15558,1180,10784,3593,2349,3,562,0,17856,8365,8979,512,9,1,0
104203,1,2,6,17,0,1,550,0,0,0,0,37435,33873,2993,568,0,16474,15073,832,568,96,1,1010,0,16717,3996,11992,728,6,0,0
104204,0,2,6,2,0,1,400,0,0,0,0,122703,30949,85431,6323,655,13556,1535,9941,2080,1497,2,181,0,14290,4272,9497,520,6,0,0
104205,0,2,11,2,0,1,211,0,0,0,0,51696,10759,35986,4950,410,5410,531,3965,913,2580,4,1654,0,14677,5439,8513,724,5,0,0
104206,1,3,1,7,3,1,254,0,0,0,0,108921,4846,100787,3287,827,11936,1565,9449,920,3585,1,2355,0,10124,1616,8428,80,3,1,0
104207,0,2,6,7,0,1,843,0,0,0,0,86686,3189,82376,1119,278,18792,771,18021,0,3363,4,0,0,22399,7017,14246,1135,4,0,0
104208,0,0,3,1,0,0,472,0,0,0,0,47071,1402,45668,0,0,8593,760,7832,0,1004,3,2541,0,10288,2153,7593,541,8,0,0
104209,1,7,3,11,5,2,490,1,0,0,0,71926,815,71111,0,387,15786,224,15562,0,1654,3,3572,0,9179,1096,7783,300,4,0,0
104210,1,20,5,19,10,5,1735,2,1,1,1,253868,11136,238708,4023,1122,55683,6446,48193,1043,18758,4,12731,0,40241,12341,18988,8911,13,8,1
104211,1,6,9,9,4,2,508,2,0,0,0,201938,2583,194491,4863,672,35476,1262,32810,1404,4515,4,6660,0,30644,11698,17687,1258,6,2,0
104212,0,1,5,2,0,1,528,0,0,0,0,46920,3119,41340,2460,0,2055,138,1553,364,5444,1,0,0,16259,5103,10729,426,6,0,0
104213,0,5,5,13,4,1,616,0,0,0,0,122669,91142,29974,1551,0,23741,20324,2476,940,4523,1,3585,0,24178,15419,7865,894,18,2,0
104214,1,22,7,9,8,3,589,3,1,0,0,193395,34533,147420,11441,0,31915,5793,25294,828,6268,1,4246,0,31560,10140,21256,164,20,1,0
104215,0,2,12,3,0,1,128,0,0,0,0,31119,1970,27453,1695,0,5138,1970,2943,225,1298,1,0,0,18007,8635,9001,370,0,0,0
104216,1,2,4,9,0,1,653,0,0,0,0,109282,31948,68200,9133,0,4893,3063,1771,58,12091,1,1587,0,24061,7425,16594,42,9,3,0
104217,1,3,2,5,3,1,637,0,0,0,0,116179,93466,22060,652,0,11106,9295,1811,0,7478,1,0,0,17395,4061,12923,410,9,2,0
104218,0,3,9,14,0,1,324,0,0,0,0,23533,15749,6784,1000,0,7772,6334,1438,0,2091,4,282,0,24673,6911,15893,1868,16,0,0
104219,0,0,5,1,0,0,396,0,0,0,0,32709,1011,31697,0,0,6622,300,6322,0,716,2,0,0,12888,6446,6364,78,4,1,0
104220,0,4,5,3,3,1,666,0,0,0,0,187045,31724,154108,1212,0,28828,8963,19493,372,6989,1,5552,0,27149,8780,18067,302,10,0,0
104221,1,5,6,7,2,1,798,0,0,0,0,100548,45095,54829,624,0,13313,7274,5678,360,1945,2,5862,0,16147,3347,12331,468,2,2,0
104222,0,0,4,0,0,0,383,0,0,0,0,55476,3563,51912,0,259,4518,802,3716,0,1006,2,0,0,9910,1877,7121,910,6,1,0
104223,1,0,7,11,0,0,318,0,0,0,0,10394,7201,3192,0,0,2455,1652,802,0,12520,6,995,0,14268,3472,10796,0,10,1,0
104224,1,4,7,13,0,1,537,0,0,0,0,191610,158843,32417,350,0,33231,28619,4386,225,20742,1,0,0,51569,22150,26735,2684,11,0,0
104225,0,6,6,1,3,1,768,0,0,0,0,91129,781,89687,660,1078,12795,365,12369,60,3925,3,0,0,17817,5775,10432,1609,11,0,0
104226,1,2,0,26,2,1,0,0,0,0,0,12612,7771,3768,1072,0,7343,4318,2172,852,1773,5,1796,0,8479,3417,5062,0,15,3,0
104227,1,10,6,9,5,1,1072,0,0,0,0,172233,43266,123932,5033,942,38197,16181,20094,1921,4260,4,8243,0,23743,7456,14841,1445,9,1,0
104228,0,11,8,5,3,2,464,2,0,0,0,124122,4730,119184,208,1570,18068,2015,15844,208,2219,3,0,0,17833,2090,14454,1287,16,1,0
104229,1,0,3,33,0,0,1703,0,0,0,0,49325,18608,18847,11870,0,11963,7738,3339,885,13685,5,899,0,34840,10015,22883,1941,31,14,0
104230,0,10,14,10,3,2,282,1,0,0,0,144311,762,141925,1622,1429,25262,516,24394,352,3790,3,0,0,29976,5447,24268,260,11,1,0
104231,1,2,7,24,0,1,461,0,0,0,0,22611,15164,6466,980,0,8536,6594,1461,480,8346,6,1504,0,26008,4491,20601,915,21,1,0
104232,0,1,8,10,0,1,552,0,0,0,0,126154,16915,100293,8945,0,7858,997,5998,862,9627,1,0,0,41481,13809,25288,2383,8,2,0
104233,1,1,1,13,0,1,1072,0,0,0,0,17635,8701,8934,0,0,7288,5508,1779,0,11164,5,0,0,7376,4113,3263,0,20,3,0
104234,1,0,0,0,0,0,0,0,0,0,0,1198,263,935,0,0,419,263,155,0,0,0,0,0,238,0,238,0,1,0,0
104235,0,0,7,12,0,0,1166,0,0,0,0,21713,12693,7047,1971,0,5737,3658,1107,971,4886,5,1003,0,26787,13707,12318,761,24,4,0
104236,1,9,6,14,3,3,638,1,1,0,0,216710,202924,9066,4719,572,35632,34871,473,288,3096,1,4902,0,24365,9791,14171,402,13,4,0
104237,1,10,9,5,3,3,388,1,1,0,0,246115,1691,240920,3504,771,25239,1205,23295,738,8383,3,5293,0,35814,13291,21916,607,8,1,0
104238,1,9,5,11,3,2,681,1,0,0,0,192930,38736,136971,17223,659,23433,10729,10252,2451,12381,1,4681,0,40163,7615,31508,1039,16,3,0
104239,0,2,2,2,2,1,954,0,0,0,0,12519,10347,2171,0,0,6326,5443,882,0,173,1,0,0,6676,1199,4708,769,21,1,0
104240,1,12,5,14,4,2,580,1,0,0,0,103848,83660,13593,6594,81,16031,13161,1541,1328,28825,1,287,0,35804,6494,26046,3263,8,2,1
104241,1,3,10,12,0,1,372,0,0,0,0,109149,82182,21926,5040,0,14072,11177,2894,0,1282,1,4791,0,30059,7862,21611,586,8,2,0
104242,1,2,8,17,0,1,341,0,0,0,0,22578,13590,8188,799,0,8630,6240,2176,213,6532,5,2022,0,22704,15969,5865,869,17,0,0
104243,1,5,2,7,4,1,1001,0,0,0,0,94405,6036,87541,828,0,14736,1985,11923,828,2699,1,4522,0,14927,3944,10464,519,8,0,0
104244,1,1,5,2,0,1,471,0,0,0,0,77023,11066,64958,998,0,7575,1171,5595,808,1296,1,2798,0,14057,2074,10007,1974,9,1,0
104245,1,5,11,14,3,2,531,1,0,0,0,242572,202427,36941,3204,0,24550,21186,3206,158,3477,1,9467,0,37361,10308,25311,1741,14,0,1
104246,1,10,8,6,5,2,559,1,0,0,0,137415,124965,12144,306,0,19005,17947,806,252,1181,1,4891,0,18771,4999,13250,522,11,0,0
104247,1,10,2,11,5,2,1240,2,0,0,0,157193,95105,24263,37823,0,25631,17712,1975,5943,4680,1,5812,0,17643,5551,11165,927,14,0,0
104248,0,6,6,5,2,2,566,1,0,0,0,103893,31810,66624,5457,526,12478,6246,4437,1793,6344,1,0,0,23537,9056,12875,1606,9,3,0
104249,1,7,1,6,6,1,568,0,0,0,0,121073,109237,10896,939,0,18601,17743,601,256,2154,1,6155,0,10927,6243,4385,298,14,4,0
104250,0,0,7,4,0,0,500,0,0,0,0,37347,128,33604,3614,128,3734,128,3042,563,1747,2,0,0,11182,2584,8086,512,8,0,0
104251,1,9,9,9,2,2,429,2,0,0,0,186253,3118,180253,2882,1417,29980,1462,28061,456,2623,1,10029,0,20623,4965,15317,340,5,1,0
104252,1,8,5,3,4,2,1133,1,0,0,0,157948,46195,99414,12338,428,13449,4505,8171,772,6919,1,1716,0,25518,3928,21186,404,14,2,0
104253,0,11,9,20,5,2,672,2,0,0,0,209986,77404,114294,18287,28,35085,17890,13552,3642,31166,1,415,0,76860,23400,49214,4244,13,2,0
104254,0,7,8,15,3,1,876,0,0,0,0,73108,63324,7976,1808,0,19746,15945,2823,976,14031,6,0,0,34443,19749,14026,668,14,4,1
104255,1,10,5,1,6,3,518,1,1,0,0,185901,29237,153273,3390,1584,15371,1271,13702,398,1140,2,14427,0,13433,5213,8168,52,8,0,1
104256,1,8,7,13,3,1,442,0,0,0,0,196309,43795,133301,19211,0,21335,4531,15814,990,13029,1,252,0,41833,18311,21856,1665,25,2,0
104257,0,4,5,3,2,1,676,0,0,0,0,76711,66713,9357,640,0,12989,11670,894,424,536,1,877,0,8528,4400,4062,66,3,4,0
104258,1,5,5,5,2,2,712,1,0,0,0,94888,18794,68462,7631,750,14961,2121,9145,3694,3543,2,5182,0,15681,5445,10034,202,9,2,0
104259,1,10,4,9,6,2,1084,2,0,0,0,183017,25139,154352,3525,0,41828,7842,33215,771,5957,4,6751,0,28811,12188,15527,1095,15,3,0
104260,1,12,8,19,4,2,623,1,0,0,0,218136,81592,133542,3001,0,31083,20597,9108,1377,20316,1,4501,0,42772,20957,19761,2053,17,2,1
104261,0,11,8,1,5,2,750,4,0,0,0,192525,4851,166696,20977,0,18041,371,12683,4986,11398,1,1793,0,38471,15709,21473,1288,16,2,0
104262,0,1,5,0,0,1,422,0,0,0,0,58980,0,58980,0,0,6827,0,6827,0,459,1,0,0,10036,4690,5106,239,7,0,0
104263,1,11,4,10,7,3,652,1,1,0,0,115557,8234,106605,716,0,17822,4151,12953,716,2446,1,0,0,18633,5249,12911,472,10,0,0
104264,0,1,6,2,0,1,377,0,0,0,0,46576,37297,8223,1055,0,6082,5600,481,0,365,1,52,0,11155,3557,6932,666,9,0,0
104265,0,4,8,15,0,2,509,1,0,0,0,63057,38546,22996,1514,0,14708,10507,3892,308,14053,7,391,0,25661,13461,9095,3104,11,3,1
104266,1,6,6,8,3,3,490,2,1,0,0,108016,6045,101459,511,396,14435,2225,12094,116,5284,1,4857,0,28636,9253,18097,1284,10,2,0
104267,0,6,16,7,0,1,295,0,0,0,0,51050,44403,5660,986,0,29668,26694,2017,956,1125,5,0,0,31088,15567,13580,1940,34,6,0
104268,1,1,3,19,0,1,948,0,0,0,0,32525,25725,4450,2348,0,13032,10882,1589,560,15792,12,2122,0,13547,4354,8585,607,24,4,0
104269,1,1,2,17,0,1,556,0,0,0,0,15679,9389,5097,1192,0,3752,2409,900,442,2806,5,2105,0,10248,5616,4631,0,20,6,0
104270,0,2,8,3,0,1,349,0,0,0,0,11146,3583,3659,3902,0,2382,1924,458,0,2621,4,0,0,15756,7631,7766,358,7,1,0
104271,1,4,3,3,3,2,617,1,0,0,0,102960,2549,99392,1018,244,14033,1557,12345,130,2518,2,3794,0,12608,6269,5906,432,7,2,0
104272,0,4,5,10,3,1,492,0,0,0,0,25581,14666,8642,2272,0,9221,5822,1375,2022,1475,4,44,0,16870,7132,8401,1337,19,8,0
104273,0,3,9,8,0,1,539,0,0,0,0,326053,17530,281002,27520,0,17793,2964,12953,1875,12493,1,4780,0,43771,10480,28632,4658,15,3,0
104274,0,5,5,5,3,1,987,0,0,0,0,58769,2384,56327,58,519,15651,820,14772,58,2007,2,0,0,14602,3011,10032,1558,8,1,1
104275,1,0,2,3,0,0,636,0,0,0,0,16266,7929,5212,3124,0,2504,1357,1147,0,999,3,478,0,7113,801,6253,58,10,0,0
104276,0,4,9,9,2,1,477,0,0,0,0,116236,25427,90353,456,402,15140,9939,4744,456,2250,1,3702,0,28859,4848,23027,984,9,0,0
104277,1,7,6,10,5,2,1062,1,0,0,0,137904,15222,122404,277,833,24762,3564,21156,41,1971,2,0,0,18288,5859,11956,472,17,0,0
104278,1,12,5,10,5,2,1273,1,0,0,0,112167,93452,18378,336,0,25867,25413,454,0,11826,1,4832,0,30658,21622,8904,132,12,1,0
104279,1,1,3,14,0,1,929,0,0,0,0,28708,17610,8855,2242,0,6514,5365,1148,0,1776,5,2084,0,12302,3079,8589,633,16,0,0
104280,1,0,2,13,0,0,530,0,0,0,0,22955,10031,9203,3721,0,8046,4938,2905,202,4142,5,810,0,16472,6957,9191,323,17,3,0
104281,0,1,7,16,0,1,873,0,0,0,0,142090,107259,22247,12582,0,16558,13209,1830,1518,7042,1,1296,0,41611,17780,21352,2479,9,0,0
104282,1,8,2,19,7,1,418,0,0,0,0,120383,56234,30026,34124,0,17528,14133,3026,368,12158,1,2128,0,35012,8829,23825,2356,12,1,0
104283,1,10,2,4,5,1,1036,0,0,0,0,97443,336,90950,6157,418,16148,336,14221,1590,2054,2,2765,0,12549,4180,8325,44,4,1,0
104284,1,5,4,3,3,1,430,0,0,0,0,58329,1657,54835,1836,0,8781,777,8004,0,2265,1,0,0,14964,6292,8672,0,5,0,0
104285,1,7,3,9,4,3,1465,1,1,0,0,170636,12302,157337,996,0,31925,4049,27667,208,13746,1,3344,0,53669,19507,33887,274,8,4,0
104286,1,1,5,15,0,1,720,0,0,0,0,108842,93361,15481,0,0,15456,15241,214,0,6059,1,2598,0,21949,11975,9317,657,11,2,0
104287,1,3,1,24,3,2,1704,1,0,0,0,31483,12375,9837,9270,0,11508,8502,1871,1134,2811,5,0,0,21098,10507,9681,909,18,2,0
104288,0,8,6,9,2,1,1137,0,0,0,0,234596,6480,216399,11716,0,26862,3101,22380,1380,15955,1,1187,0,48859,13343,35248,268,9,2,0
104289,1,10,7,12,5,2,632,2,0,0,0,224232,8492,212168,3570,593,36211,3768,30881,1560,7233,3,4397,0,30974,15477,15207,290,16,2,0
104290,0,3,7,3,0,1,523,0,0,0,0,157266,124472,22097,10696,0,9920,8813,500,606,29301,1,0,0,29128,9971,18841,315,10,5,0
104291,1,4,1,3,3,2,785,1,0,0,0,91663,11967,73596,6100,0,6010,1330,4591,88,5249,1,1949,0,16340,3485,12536,318,7,0,0
104292,0,6,9,13,3,2,672,1,0,0,0,259350,1485,241853,16011,852,32200,1254,26122,4823,6760,4,1447,0,31986,8442,23355,188,3,1,0
104293,1,1,2,5,0,1,1128,0,0,0,0,429395,17681,6967,404746,0,4137,2503,1151,482,6541,9,1291,0,10618,1924,8474,220,11,2,0
104294,0,2,8,2,0,1,415,0,0,0,0,31659,10442,20977,240,0,9441,6050,3151,240,1394,1,0,0,14861,6308,7611,941,5,0,0
